asset_plant_id,fleet_number,number_plate,fleet_description,owner_id,chassis_number,year_of_manufacture,colour,current_smr_index,engine_number,engine_capacity_cc,current_site_id,current_contract_id,ledger_code,tank_capacity_litres,capacity_tons,capacity_m3_loose,capacity_m3_tight,maximum_consumption,minimum_consumption,maximum_smr_on_full_tank,track_consumption,track_smr_readings,request_weekly_mileage,sent,current_location,plant_subcategory_id,plant_category_id,make_id,make_model_id,current_operator_id,operator_type,horse_or_trailer,smr_reader_type,fuel_type,is_prime_mover
276,LF09,ACA4599,"Flat Truck Toyota Toyoace - 3 ton",1,NULL,2001,White,1,3Y2064008,NULL,1,21,NULL,80,NULL,15,12,8,7,1000,Y,Y,0,0,Harare,NULL,18,1,7,BW0157,DRIVER,NONE,KILOMETER,PETROL,NONE
276,LF09,ACA4599,"Flat Truck Toyota Toyoace - 3 ton",1,NULL,2001,White,1,3Y2064008,NULL,1,21,NULL,80,NULL,15,12,8,7,1000,Y,Y,0,0,Harare,NULL,18,1,1,BW0157,DRIVER,NONE,KILOMETER,PETROL,NONE
277,LF10,AGC6117,"Fuel Bowser Toyota Dyna 3 ton  (FB01)",1,NULL,2004,White,1,S05DA45627,NULL,1,20,NULL,80,NULL,15,12,8,7,1000,Y,Y,0,0,Harare,NULL,18,1,7,BW0657,DRIVER,NONE,KILOMETER,DIESEL,NONE
277,LF10,AGC6117,"Fuel Bowser Toyota Dyna 3 ton  (FB01)",1,NULL,2004,White,1,S05DA45627,NULL,1,20,NULL,80,NULL,15,12,8,7,1000,Y,Y,0,0,Harare,NULL,18,1,1,BW0657,DRIVER,NONE,KILOMETER,DIESEL,NONE
278,LF11,AEF7817,"Flat Truck M/Benz 1523/54 AT - 17 ton",1,NULL,2011,White,1,9.06915E+13,NULL,1,C0252,NULL,200,NULL,15,12,5,5,1000,Y,Y,0,0,Harare,NULL,18,5,40,BW0709,DRIVER,NONE,HOURS,DIESEL,NONE
279,LF12,AEO0516,"Flat Truck Toyota Toyoace - 3 ton",1,NULL,2003,Blue,1,S05D835927,NULL,1,C0252,NULL,80,NULL,15,12,8,7,1000,Y,Y,0,0,Harare,NULL,18,34,45,BW0142,DRIVER,NONE,HOURS,DIESEL,NONE
280,LF13,AEN7517,"Box Truck DAF 45.160 - 3,0 ton Rear Folding Ramp",1,NULL,2000,White,1,21434579,NULL,1,C0202,NULL,124,NULL,15,12,8,8,1000,Y,Y,0,0,Harare,NULL,18,38,46,BW0235,DRIVER,NONE,HOURS,DIESEL,NONE
281,LF14,AEO7441,"Flat Truck Hino Dutro 4,0Ltr , 6 ton",1,NULL,2003,White,2,S05D-A36397,NULL,1,20,NULL,105,NULL,15,12,8,7,1000,Y,Y,0,0,Harare,NULL,18,34,45,BW0057,DRIVER,NONE,HOURS,DIESEL,NONE
282,LF15,AEQ2256,"Lorry Flat Bed Toyota Dyna",1,NULL,2000,White,1,S05DA20052,NULL,1,C0201,NULL,80,NULL,15,12,6,5,1000,Y,Y,0,0,Harare,NULL,18,1,7,BW0868,DRIVER,NONE,KILOMETER,DIESEL,NONE
282,LF15,AEQ2256,"Lorry Flat Bed Toyota Dyna",1,NULL,2000,White,1,S05DA20052,NULL,1,C0201,NULL,80,NULL,15,12,6,5,1000,Y,Y,0,0,Harare,NULL,18,1,1,BW0868,DRIVER,NONE,KILOMETER,DIESEL,NONE
283,LF16,AEN9010,NULL,1,NULL,NULL,NULL,1,89065233,NULL,NULL,NULL,NULL,97,NULL,15,12,7,7,1000,Y,Y,0,0,Harare,NULL,18,39,NULL,NULL,DRIVER,NONE,KILOMETER,DIESEL,NONE
284,LF17,AEN9011,NULL,1,NULL,NULL,NULL,1,89065231,NULL,NULL,NULL,NULL,79,NULL,15,12,7,7,1000,Y,Y,0,0,Harare,NULL,18,39,NULL,NULL,DRIVER,NONE,KILOMETER,DIESEL,NONE
285,LF18,AEN9012,NULL,1,NULL,NULL,NULL,1,89065232,NULL,NULL,NULL,NULL,120,NULL,15,12,5,4,1000,Y,Y,0,0,Harare,NULL,18,39,NULL,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
286,LF19,AEN9013,"Flat Truck Foton Aumark S - 4 ton",1,NULL,2012,White,1,HC505297XA23,NULL,1,20,NULL,120,NULL,15,12,7,7,1000,Y,Y,0,0,Harare,NULL,18,39,47,BW0495,DRIVER,NONE,KILOMETER,DIESEL,NONE
287,LF20,AEQ6408,NULL,1,NULL,NULL,NULL,1,,NULL,NULL,NULL,NULL,114,NULL,15,12,3,3,1000,Y,Y,0,0,Harare,NULL,18,39,NULL,NULL,DRIVER,NONE,KILOMETER,DIESEL,NONE
288,LF21,AEQ9806,"Fuel Bowser Toyota Dyna 3 ton  (FB03)",1,NULL,2002,White,1,S05CA43497,NULL,1,20,NULL,80,NULL,15,12,8,7,1000,Y,Y,0,0,Harare,NULL,18,1,7,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
288,LF21,AEQ9806,"Fuel Bowser Toyota Dyna 3 ton  (FB03)",1,NULL,2002,White,1,S05CA43497,NULL,1,20,NULL,80,NULL,15,12,8,7,1000,Y,Y,0,0,Harare,NULL,18,1,1,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
289,LF23,AEV2178,"Flat Truck Toyota Toyoace - 3 ton",1,NULL,2006,White,1,ITR0278864,NULL,1,20,NULL,80,NULL,15,12,8,7,1000,Y,Y,0,0,Harare,NULL,18,1,7,BWS018,DRIVER,NONE,KILOMETER,PETROL,NONE
289,LF23,AEV2178,"Flat Truck Toyota Toyoace - 3 ton",1,NULL,2006,White,1,ITR0278864,NULL,1,20,NULL,80,NULL,15,12,8,7,1000,Y,Y,0,0,Harare,NULL,18,1,1,BWS018,DRIVER,NONE,KILOMETER,PETROL,NONE
290,LM01,,"Lawn Mower",1,NULL,NULL,,1,,NULL,NULL,NULL,25038,500,NULL,15,12,0,0,1000,N,N,0,0,Harare,NULL,NULL,NULL,NULL,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
291,LM02,,"Lawn Mower",1,NULL,NULL,,1,,NULL,NULL,NULL,25038,500,NULL,15,12,0,0,1000,N,N,0,0,Harare,NULL,NULL,NULL,NULL,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
294,LM05,,"Maschio Lawn Mower",1,NULL,NULL,,1,,NULL,NULL,NULL,25038,500,NULL,15,12,0,0,1000,N,N,0,0,Harare,NULL,NULL,NULL,NULL,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
295,LS01,ACQ0600,NULL,1,NULL,2002,NULL,1,NULL,NULL,NULL,NULL,25022,400,NULL,15,12,2,1,1000,Y,Y,0,0,Harare,NULL,19,40,NULL,NULL,DRIVER,NONE,KILOMETER,DIESEL,NONE
296,LS02,ACQ0560,NULL,1,NULL,1991,NULL,1,NULL,NULL,NULL,NULL,25022,455,NULL,15,12,5,1,1000,Y,Y,0,0,Harare,NULL,19,41,NULL,NULL,DRIVER,NONE,KILOMETER,DIESEL,NONE
297,LS03,AFQ5446,"Bitumen Distributor MAN - 12000 Ltr",1,NULL,2008,Blue/White,1,5.05188E+13,NULL,1,20,25022,400,NULL,15,12,5,1,1000,Y,Y,0,0,Harare,NULL,19,28,32,BW0041,DRIVER,NONE,KILOMETER,DIESEL,NONE
298,LS04,ACZ2377,"Bitumen Distributor FAW - 12000 Ltr",1,NULL,2011,Blue/White,1,WD615501508E102598,NULL,1,20,NULL,400,NULL,15,12,4,3,1000,Y,Y,0,0,Harare,NULL,19,42,41,BW0525,DRIVER,NONE,KILOMETER,DIESEL,NONE
299,LT01,ACL3583,"Tip Truck Sinotruck - 12 m3",1,NULL,2013,White/Blue,1,1.21117E+11,NULL,1,20,NULL,300,NULL,15,12,2,1,1000,Y,Y,0,0,Harare,NULL,20,29,35,BW0950,DRIVER,NONE,HOURS,DIESEL,NONE
300,LT02,ACL3582,"Tip Truck Sinotruck - 12 m3",1,NULL,2013,White/Blue,1,1.21117E+11,NULL,59,C0252,NULL,300,NULL,15,12,8,6,1000,Y,Y,0,0,Harare,NULL,20,29,35,BW0636,DRIVER,NONE,HOURS,DIESEL,NONE
301,LT03,ACL3581,"Tip Truck Sinotruck - 12 m3",1,NULL,2013,White/Blue,1,1.21117E+11,NULL,5,C0252,NULL,300,NULL,15,12,3,3,1000,Y,Y,0,0,Harare,NULL,20,29,35,BW1282,DRIVER,NONE,KILOMETER,DIESEL,NONE
302,LT04,ADC4412,NULL,1,NULL,NULL,NULL,1,1611L252333,NULL,NULL,NULL,NULL,389,NULL,15,12,12,8,1000,Y,Y,0,0,Harare,NULL,20,37,48,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
303,LT05,ADS9103,"Tip Truck Powerstar - 11 m3",1,NULL,2012,White/Blue,1,1611L252341,NULL,24,C0233,NULL,400,NULL,15,12,3,3,1000,Y,Y,0,0,Harare,NULL,20,NULL,39,NULL,DRIVER,HORSE,HOURS,DIESEL,NONE
304,LT06,ADC4650,"Tip Truck Howo - 10 m3",1,NULL,2014,White/Blue,1,1.40507E+11,NULL,5,81,NULL,300,NULL,15,12,5,4,1000,Y,Y,0,0,Harare,NULL,20,29,33,BW1080,DRIVER,NONE,HOURS,DIESEL,NONE
305,LT07,ADC4651,"Tip Truck Howo - 10 m3",1,NULL,2014,White/Blue,1,1.40507E+11,NULL,1,20,NULL,300,NULL,15,12,15,12,1000,Y,Y,0,0,Harare,NULL,20,29,33,BW1426,DRIVER,NONE,HOURS,DIESEL,NONE
306,LT08,ADC4652,"Tip Truck Howo - 10 m3",1,NULL,2014,White/Blue,1,1.40407E+11,NULL,18,C0201,NULL,300,NULL,15,12,0,0,1000,Y,Y,0,0,Harare,NULL,20,29,33,BW1176,DRIVER,NONE,HOURS,DIESEL,NONE
307,LT09,ACN3902,"Tip Truck M/Benz Axor - 6 m3",1,NULL,2011,White/Blue,1,9.06925E+13,NULL,1,C0217,NULL,260,NULL,15,12,5,4,1000,Y,Y,0,0,Harare,NULL,20,NULL,40,BW0989,DRIVER,NONE,KILOMETER,DIESEL,NONE
308,LT10,ACN3780,"Tip Truck M/Benz Axor - 6 m3",1,NULL,2012,White/Blue,1,9.06925E+13,NULL,1,C0209,NULL,260,NULL,15,12,5,4,1000,Y,Y,0,0,Harare,NULL,20,5,40,BW0379,DRIVER,NONE,KILOMETER,DIESEL,NONE
309,LT11,ACN3781,"Tip Truck M/Benz Axor - 6 m3",1,NULL,2011,White/Blue,2,9.06925E+13,NULL,51,C0246,NULL,260,NULL,15,12,5,4,1000,Y,Y,0,0,Harare,NULL,20,NULL,40,BW0283,DRIVER,NONE,HOURS,DIESEL,NONE
310,LT12,ACO3146,"Tip Truck M/Benz Axor - 6 m3",1,NULL,2012,White/Blue,1,9.06925E+13,NULL,1,C0209,25004,260,NULL,15,12,5,4,1000,Y,Y,0,0,Harare,NULL,20,43,40,BW0580,DRIVER,NONE,HOURS,DIESEL,NONE
311,LT13,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,300,NULL,NULL,NULL,4,1,1000,N,Y,0,0,Harare,NULL,20,NULL,NULL,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
312,LT14,AEG5902,"Tip Truck Sinotruk Howo - 17 m3",1,NULL,2016,White/Blue,1,1.60607E+11,NULL,1,C0223,NULL,300,NULL,15,12,15,10,1000,Y,Y,0,0,Harare,NULL,20,29,33,BW1110,DRIVER,NONE,HOURS,DIESEL,NONE
313,LT15,AEU9390,"Tip Truck Sinotruck - 14 m3",1,NULL,2017,White/Blue,1,1.70707E+11,NULL,53,C0223,NULL,300,NULL,15,12,0,0,1000,Y,Y,0,0,Harare,NULL,20,29,33,BW0943,DRIVER,NONE,HOURS,DIESEL,NONE
314,LT16,ADZ2284,"Tip Truck Sinotruck - 14 m3",1,NULL,2017,White/Blue,1,1.70707E+11,NULL,1,C0223,NULL,300,NULL,15,12,2,2,1000,Y,Y,0,0,Harare,NULL,20,29,33,BW1314,DRIVER,NONE,HOURS,DIESEL,NONE
315,LT17,ADZ2285,"Tip Truck Sinotruck - 14 m3",1,NULL,2017,White/Blue,1,1.70707E+11,NULL,1,C0201,NULL,300,NULL,15,12,0,0,1000,Y,Y,0,0,Harare,NULL,20,29,33,BW0771,DRIVER,NONE,HOURS,DIESEL,NONE
316,LT18,ABQ6526,NULL,1,NULL,NULL,NULL,1,1.70317E+11,NULL,2,21,NULL,266,NULL,15,12,15,10,1000,Y,Y,0,0,Harare,NULL,20,29,49,BW1242,DRIVER,NONE,HOURS,DIESEL,NONE
317,LT19,ABQ6646,NULL,0,NULL,NULL,NULL,1,,NULL,1,C0230,NULL,266,NULL,15,12,15,10,1000,N,Y,0,0,Harare,NULL,20,29,49,BW0826,DRIVER,NONE,HOURS,DIESEL,NONE
318,LT20,ABQ6647,NULL,0,NULL,NULL,NULL,1,1.70317E+11,NULL,3,C0202,NULL,314,NULL,15,12,12,8,1000,N,Y,0,0,Harare,NULL,20,29,49,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
319,LT21,ABQ6648,NULL,0,NULL,NULL,NULL,1,1.70517E+11,NULL,3,C0202,NULL,295,NULL,15,12,15,10,1000,N,Y,0,0,Harare,NULL,20,29,49,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
320,LT22,ABQ6644,NULL,1,NULL,NULL,NULL,1,1.70517E+11,NULL,NULL,C0225,NULL,314,NULL,15,12,15,10,1000,Y,Y,0,0,Harare,NULL,20,29,49,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
321,LT23,AEG9987,"Tip Truck Scania ____ - 16 m3",1,NULL,2015,White/Blue,1,DC09115L01825277,NULL,1,C0254,NULL,210,NULL,15,12,4,4,1000,Y,Y,0,0,Harare,NULL,20,35,37,BW0386,DRIVER,NONE,HOURS,DIESEL,NONE
322,LT24,AEU1329,"Tip Truck Scania R420 - 19 m3",1,NULL,2016,White/Blue,1,DC13107K016874732,NULL,60,C0254,NULL,210,NULL,15,12,3,3,1000,Y,Y,0,0,Harare,NULL,20,35,37,BW0151,DRIVER,NONE,HOURS,DIESEL,NONE
323,LT25,AEU1342,"Tip Truck Scania R420 - 19 m3",1,NULL,2015,White/Blue,1,DC09115L018258017,NULL,1,C0254,NULL,210,NULL,15,12,3,3,1000,Y,Y,0,0,Harare,NULL,20,35,37,BW0901,DRIVER,NONE,HOURS,DIESEL,NONE
324,LT26,AEU1797,"Tip Truck Howo Sinotruck - 20 m3",1,NULL,2012,White/Blue,2,1.21017E+11,NULL,1,81,NULL,300,NULL,15,12,15,10,1000,Y,Y,0,0,Harare,NULL,20,29,33,BC0554,DRIVER,NONE,HOURS,DIESEL,NONE
325,LT27,AEU1796,"Tip Truck Howo Sinotruck - 20 m3",1,NULL,2012,White/Blue,1,1.21017E+11,NULL,1,20,NULL,300,NULL,15,12,15,10,1000,Y,Y,0,0,Harare,NULL,20,29,33,BW0994,DRIVER,NONE,HOURS,DIESEL,NONE
326,LT28,AEU1798,"Tip Truck Howo Sinotruck - 20 m3",1,NULL,2012,White/Blue,1,1.21017E+11,NULL,1,20,NULL,300,NULL,15,12,15,10,1000,Y,Y,0,0,Harare,NULL,20,29,33,BW1155,DRIVER,NONE,HOURS,DIESEL,NONE
327,LT29,AEU1800,"Tip Truck Howo Sinotruck - 20 m3",1,NULL,2012,White/Blue,1,1.21017E+11,NULL,1,81,NULL,300,NULL,15,12,15,10,1000,Y,Y,0,0,Harare,NULL,20,29,33,BW1155,DRIVER,NONE,HOURS,DIESEL,NONE
328,LT30,AEU1801,"Tip Truck Howo Sinotruck - 20 m3",1,NULL,2012,White/Blue,1,1.21017E+11,NULL,1,20,NULL,300,NULL,15,12,4,4,1000,Y,Y,0,0,Harare,NULL,20,29,33,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
329,LT31,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,300,NULL,NULL,NULL,15,10,1000,Y,Y,0,0,Harare,NULL,20,NULL,NULL,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
330,LT32,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,330,NULL,NULL,NULL,15,10,1000,Y,Y,0,0,Harare,NULL,20,NULL,NULL,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
331,LT33,AEZ5404,"Tip Truck Power Star - 20 m3",1,NULL,2019,White/Blue,1,1678E060867,NULL,1,C0201,NULL,400,20,16,13,11,7,1000,Y,Y,0,0,Harare,NULL,20,37,39,BW1480,DRIVER,NONE,HOURS,DIESEL,NONE
332,LT34,AEZ5119,"Tip Truck Power Star - 20 m3",1,NULL,2019,White/Blue,2,1618E060859,NULL,1,C0201,NULL,400,20,16,13,11,7,1000,Y,Y,0,0,Harare,NULL,20,37,39,BW1270,DRIVER,NONE,HOURS,DIESEL,NONE
333,LT35,AEZ5405,"Tip Truck Power Star - 20 m3",1,NULL,2019,White/Blue,1,1618E060860,NULL,1,C0201,NULL,400,NULL,15,12,11,7,1000,Y,Y,0,0,Harare,NULL,20,37,39,BW1172,DRIVER,NONE,HOURS,DIESEL,NONE
334,LT36,AEZ5407,NULL,1,NULL,NULL,NULL,1,1617074621,NULL,NULL,NULL,NULL,400,NULL,15,12,11,7,1000,Y,Y,0,0,Harare,NULL,20,37,50,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
335,LT37,AEZ9326,"Tip Truck Power Star - 18 m3",1,NULL,2019,White/Blue,1,1619K128985,NULL,1,20,NULL,400,18,15,12,11,7,1000,Y,Y,0,0,Harare,NULL,20,37,39,BW1478,DRIVER,NONE,HOURS,DIESEL,NONE
336,LT38,AEZ9363,"Tip Truck Power Star - 18 m3",1,NULL,2020,White/Blue,1,1619K128978,NULL,1,C0201,NULL,400,18,15,12,11,7,1000,Y,Y,0,0,Harare,NULL,20,37,39,BW1472,DRIVER,NONE,HOURS,DIESEL,NONE
337,LT39,AFJ0125,"Tip Truck Power Star - 18 m3",1,NULL,2020,White/Blue,1,1619K128989,NULL,1,C0201,NULL,400,18,15,12,11,7,1000,Y,Y,0,0,Harare,NULL,20,37,39,BW1479,DRIVER,NONE,HOURS,DIESEL,NONE
338,LT40,AEZ9328,"Tip Truck Power Star - 18 m3",1,NULL,2019,White/Blue,1,1619K128979,NULL,1,C0201,NULL,400,18,15,12,11,7,1000,Y,Y,0,0,Harare,NULL,20,37,39,BW1555,DRIVER,NONE,HOURS,DIESEL,NONE
339,LT41,AEZ8948,"Tip Truck Power Star - 18 m3",1,NULL,2020,White/Blue,1,1619K128986,NULL,1,C0201,NULL,400,18,15,12,11,7,1000,Y,Y,0,0,Harare,NULL,20,37,39,BW1481,DRIVER,NONE,HOURS,DIESEL,NONE
340,LT42,AEZ8701,"Tip Truck Power Star - 18 m3",1,NULL,2020,White/Blue,1,1620C013414,NULL,1,C0201,NULL,400,18,15,12,11,7,1000,Y,Y,0,0,Harare,NULL,20,37,39,BW1487,DRIVER,NONE,HOURS,DIESEL,NONE
341,LW01,AEU8504,"Water Bowser PowerStar 2628 - 16 kl",1,NULL,2018,White,1,1616L115033,NULL,1,C0254,NULL,400,NULL,15,12,12,8,1000,Y,Y,0,0,Harare,NULL,21,44,51,BW1229,DRIVER,NONE,HOURS,DIESEL,NONE
342,LW02,ACZ2493,"Water Bowser PowerStar 2628 - 16 kl",1,NULL,2018,Blue/White,1,1617E061591,NULL,1,C0209,NULL,400,NULL,15,12,12,8,1000,Y,Y,0,0,Harare,NULL,21,44,51,BW0340,DRIVER,NONE,HOURS,DIESEL,NONE
343,LW04,AEU7291,"Water Bowser Scania P340 - 8 000 Ltr (USED FOR DIESEL)",1,NULL,2008,Blue,1,6386705,NULL,1,20,NULL,300,NULL,15,12,3,3,1000,Y,Y,0,0,Harare,NULL,21,35,37,BW0580,DRIVER,NONE,HOURS,DIESEL,NONE
344,LW05,AEG7531,"Water Bowser M/Benz (Brebners grey water) GWB01",1,NULL,NULL,,1,,NULL,3,C0202,NULL,300,NULL,15,12,0,0,1000,Y,Y,0,0,Harare,NULL,21,NULL,40,NULL,DRIVER,NONE,KILOMETER,DIESEL,NONE
345,LW06,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,1000,N,Y,0,0,Harare,NULL,21,NULL,NULL,NULL,DRIVER,NONE,KILOMETER,DIESEL,NONE
346,LW07,AEG1237,NULL,1,NULL,NULL,NULL,1,,NULL,NULL,NULL,NULL,350,NULL,15,12,6,6,1000,Y,Y,0,0,Harare,NULL,21,5,NULL,NULL,DRIVER,NONE,KILOMETER,DIESEL,NONE
347,LW08,AEU8478,NULL,1,NULL,NULL,NULL,1,,NULL,NULL,C0225,NULL,400,NULL,15,12,6,6,1000,Y,Y,0,0,Harare,NULL,21,5,52,NULL,DRIVER,NONE,KILOMETER,DIESEL,NONE
348,LW09,AEZ2504,"Water Bowser M/Benz 2628 - 16 kl",1,NULL,2019,White,1,1619D046659,NULL,18,C0201,NULL,400,NULL,15,12,12,8,1000,Y,Y,0,0,Harare,NULL,21,37,40,BW0772,DRIVER,NONE,HOURS,DIESEL,NONE
349,LW10,AEZ2485,"Water Bowser M/Benz 2628 - 16 kl",1,NULL,2019,White,1,1619D046658,NULL,1,C0202,NULL,400,NULL,15,12,12,8,1000,Y,Y,0,0,Harare,NULL,21,45,40,BW1173,DRIVER,NONE,HOURS,DIESEL,NONE
350,LW11,AEZ5409,"Water Bowser PowerStar 2628 - 16 kl",1,NULL,2019,White,1,1618L147105,NULL,59,C0252,NULL,400,NULL,15,12,12,8,1000,Y,Y,0,0,Harare,NULL,21,37,39,BW1247,DRIVER,NONE,HOURS,DIESEL,NONE
351,LW12,AEZ9327,"Water Bowser PowerStar 2628 - 16 kl",1,NULL,2019,Blue/White,1,1619K128986,NULL,1,C0202,NULL,400,NULL,15,12,12,8,1000,Y,Y,0,0,Harare,NULL,21,37,39,BW0175,DRIVER,NONE,HOURS,DIESEL,NONE
352,LW14,AFJ0124,"Water Bowser  Power Star 2628 - 16 kl",1,NULL,2020,Blue,1,1619L135677,NULL,1,C0202,NULL,400,NULL,15,12,12,8,1000,Y,Y,0,0,Harare,NULL,21,37,39,BW1023,DRIVER,NONE,HOURS,DIESEL,NONE
354,MB04,ADO9990,NULL,1,NULL,NULL,NULL,1,JYM154FMI16028787,NULL,NULL,NULL,NULL,13,NULL,15,12,25,20,1000,N,Y,0,0,Harare,NULL,22,46,53,NULL,DRIVER,NONE,KILOMETER,DIESEL,NONE
355,MG01,,"Motor Grader John Deere 670G - 235hp",1,NULL,NULL,,1,,NULL,1,C0202,NULL,416,NULL,15,12,15,11,1000,Y,Y,0,0,Harare,NULL,23,41,54,BW1083,OPERATOR,NONE,HOURS,DIESEL,NONE
356,MG03,,"Motor Grader CAT 140K - 190hp",1,NULL,NULL,,1,,NULL,1,C0254,NULL,305,NULL,15,12,16,12,1000,Y,Y,0,0,Harare,NULL,23,18,26,BW0466,OPERATOR,NONE,HOURS,DIESEL,NONE
357,MG04,,"Motor Grader CAT 140K - 190hp",1,NULL,NULL,,1,KHX61979,NULL,1,C0223,NULL,305,NULL,15,12,16,12,1000,Y,Y,0,0,Harare,NULL,23,18,26,BW0788,OPERATOR,NONE,HOURS,DIESEL,NONE
358,MG05,,"Motor Grader John Deere 670G - 235hp",1,NULL,NULL,,1,,NULL,1,C0252,NULL,416,NULL,15,12,16,12,1000,Y,Y,0,0,Harare,NULL,23,41,54,BW0502,OPERATOR,NONE,HOURS,DIESEL,NONE
359,MG06,,NULL,1,NULL,NULL,NULL,1,,NULL,NULL,NULL,NULL,0,NULL,15,12,14,6,1000,Y,Y,0,0,Harare,NULL,23,47,55,NULL,OPERATOR,NONE,HOURS,DIESEL,NONE
360,MG07,,NULL,1,NULL,NULL,NULL,1,,NULL,NULL,NULL,NULL,0,NULL,15,12,20,16,1000,Y,Y,0,0,Harare,NULL,23,41,56,NULL,OPERATOR,NONE,HOURS,DIESEL,NONE
361,MG08,,"Motor Grader John Deere 772D - 19,6 t , 245 hp",1,NULL,NULL,,1,,NULL,0,C0252,NULL,400,NULL,15,12,24,20,1000,Y,Y,0,0,Harare,NULL,23,41,57,BW0757,OPERATOR,NONE,HOURS,DIESEL,NONE
362,MG09,,"Motor Grader Bell 670G - 19,2 t , 235 hp",1,NULL,NULL,,1,,NULL,1,C0219,NULL,416,NULL,15,12,16,12,1000,Y,Y,0,0,Harare,NULL,23,41,57,BW0928,OPERATOR,NONE,HOURS,DIESEL,NONE
363,MG10,,"Motor Grader Bell 670G - 19,2 t , 235 hp",1,NULL,NULL,,1,,NULL,1,C0202,NULL,416,NULL,15,12,22,18,1000,Y,Y,0,0,Harare,NULL,23,41,57,BW0395,OPERATOR,NONE,HOURS,DIESEL,NONE
364,MG11,,"Motor Grader CAT 140K - 190hp",1,NULL,NULL,,1,,NULL,1,C0202,NULL,305,NULL,15,12,17,13,1000,Y,Y,0,0,Harare,NULL,23,18,26,BW0725,OPERATOR,NONE,HOURS,DIESEL,NONE
365,MM01,,"Husqvarna FSV81V Sit on",1,NULL,NULL,,1,,NULL,NULL,NULL,25038,500,NULL,15,12,0,0,1000,N,N,0,0,Harare,NULL,NULL,12,17,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
366,MM02,,"Husqvarna Mower FSV81V Sit on",1,NULL,NULL,,1,,NULL,NULL,NULL,25038,500,NULL,15,12,0,0,1000,N,N,0,0,Harare,NULL,NULL,12,17,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
367,MS01,,"Borehole  ( DAP )",1,NULL,NULL,,1,,NULL,NULL,NULL,25012,500,NULL,15,12,0,0,1000,N,N,0,0,Harare,NULL,NULL,NULL,NULL,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
370,PC01,,"Plate Compactor Bomag BVP 18/45",1,NULL,NULL,,1,8.61834E+11,NULL,NULL,NULL,25030,500,NULL,15,12,0,0,1000,N,Y,0,0,Harare,NULL,NULL,26,30,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
371,PC02,,"Plate Compactor Bomag BVP 18/45",1,NULL,NULL,,1,,NULL,NULL,NULL,25030,500,NULL,15,12,0,0,1000,N,Y,0,0,Harare,NULL,NULL,26,30,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
372,PF200,,NULL,1,NULL,NULL,NULL,1,,NULL,NULL,NULL,25002,0,NULL,15,12,11,8,1000,Y,N,0,0,Harare,NULL,NULL,18,58,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
375,PK04,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,1000,N,N,0,0,Harare,NULL,NULL,NULL,NULL,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
376,PT01,,"Concrete Power Trowel",1,NULL,NULL,,1,32000641,NULL,NULL,NULL,25024,500,NULL,15,12,0,0,1000,N,N,0,0,Harare,NULL,NULL,48,59,NULL,DRIVER,NONE,HOURS,DIESEL,NONE
377,PU01,PU01,"Prefab Unit - Mobile Abultion",1,NULL,NULL,,1,,NULL,NULL,NULL,25044,NULL,NULL,15,12,0,0,1000,N,N,0,0,Harare,NULL,NULL,NULL,NULL,NULL,DRIVER,NONE,HOURS,NONE,NONE
378,PV01,,"Paver Bomag BF 300P - 300 t/hr",1,NULL,NULL,,1,,NULL,1,20,NULL,100,NULL,15,12,8,5,1000,Y,Y,0,0,Harare,NULL,25,26,30,BW0017,OPERATOR,NONE,HOURS,DIESEL,NONE
379,PV02,,"Paver Wirtgen Vogele Super 1603-2 - 600 t/hr",1,NULL,NULL,,1,,NULL,1,20,NULL,220,NULL,15,12,12,8,1000,Y,Y,0,0,Harare,NULL,25,49,60,BW0021,OPERATOR,NONE,HOURS,DIESEL,NONE
